[Epoch 1] [train LL: -6981.9569; val LL: -1350.1048] [train 4.46s; val 1.39s] ✓ improved
[Epoch 538] [train LL: -229.8405; val LL: -281.5816] [train 1.91s; val 0.07s] ✓ improved
[Epoch 539] [train LL: -229.0045; val LL: -281.5026] [train 1.94s; val 0.07s] ✓ improved
[Epoch 540] [train LL: -229.2856; val LL: -281.8236] [train 1.93s; val 0.07s] no improve (1/50)
[Epoch 541] [train LL: -228.5900; val LL: -281.7843] [train 1.93s; val 0.07s] no improve (2/50)
[Epoch 542] [train LL: -228.3977; val LL: -281.7314] [train 1.94s; val 0.07s] no improve (3/50)
[Epoch 543] [train LL: -228.3517; val LL: -281.6264] [train 1.95s; val 0.07s] no improve (4/50)
[Epoch 544] [train LL: -228.6911; val LL: -281.5514] [train 1.95s; val 0.07s] no improve (5/50)
[Epoch 545] [train LL: -228.6490; val LL: -281.2012] [train 1.94s; val 0.07s] ✓ improved
[Epoch 546] [train LL: -228.6694; val LL: -281.4531] [train 1.95s; val 0.07s] no improve (1/50)
[Epoch 547] [train LL: -228.3162; val LL: -281.0715] [train 1.95s; val 0.07s] ✓ improved
[Epoch 548] [train LL: -228.4524; val LL: -281.4126] [train 1.89s; val 0.06s] no improve (1/50)
[Epoch 549] [train LL: -228.5014; val LL: -281.4391] [train 1.90s; val 0.07s] no improve (2/50)
[Epoch 550] [train LL: -228.5785; val LL: -281.5391] [train 1.90s; val 0.06s] no improve (3/50)
[Epoch 551] [train LL: -227.8972; val LL: -281.7532] [train 1.91s; val 0.06s] no improve (4/50)
[Epoch 552] [train LL: -228.9061; val LL: -281.6183] [train 1.94s; val 0.07s] no improve (5/50)
[Epoch 553] [train LL: -228.3569; val LL: -281.6891] [train 1.95s; val 0.07s] no improve (6/50)
[Epoch 554] [train LL: -228.8660; val LL: -281.3566] [train 1.93s; val 0.07s] no improve (7/50)
[Epoch 555] [train LL: -228.9513; val LL: -281.6899] [train 1.94s; val 0.07s] no improve (8/50)
[Epoch 556] [train LL: -228.3016; val LL: -281.2292] [train 1.91s; val 0.07s] no improve (9/50)
[Epoch 557] [train LL: -227.7897; val LL: -281.0351] [train 1.92s; val 0.06s] ✓ improved
[Epoch 558] [train LL: -227.5005; val LL: -281.5766] [train 1.89s; val 0.06s] no improve (1/50)
[Epoch 559] [train LL: -227.4435; val LL: -280.8311] [train 1.89s; val 0.06s] ✓ improved
[Epoch 560] [train LL: -227.5884; val LL: -281.1551] [train 1.89s; val 0.06s] no improve (1/50)
[Epoch 561] [train LL: -227.8171; val LL: -280.8878] [train 1.89s; val 0.06s] no improve (2/50)
[Epoch 562] [train LL: -227.9381; val LL: -281.1236] [train 1.89s; val 0.06s] no improve (3/50)
[Epoch 563] [train LL: -227.5360; val LL: -280.6865] [train 1.92s; val 0.07s] ✓ improved
[Epoch 564] [train LL: -228.2543; val LL: -280.9293] [train 1.91s; val 0.07s] no improve (1/50)
[Epoch 565] [train LL: -228.0879; val LL: -280.9456] [train 1.91s; val 0.07s] no improve (2/50)
[Epoch 566] [train LL: -228.1939; val LL: -280.6672] [train 1.94s; val 0.07s] ✓ improved
[Epoch 567] [train LL: -227.7719; val LL: -280.6821] [train 1.93s; val 0.06s] no improve (1/50)
[Epoch 568] [train LL: -228.3618; val LL: -280.5065] [train 1.93s; val 0.06s] ✓ improved
[Epoch 569] [train LL: -227.7146; val LL: -280.3486] [train 1.94s; val 0.06s] ✓ improved
[Epoch 570] [train LL: -227.3832; val LL: -280.4528] [train 1.94s; val 0.07s] no improve (1/50)
[Epoch 571] [train LL: -227.9204; val LL: -280.6910] [train 1.94s; val 0.07s] no improve (2/50)
[Epoch 572] [train LL: -227.7473; val LL: -280.7935] [train 1.93s; val 0.06s] no improve (3/50)
[Epoch 573] [train LL: -227.0389; val LL: -280.3637] [train 1.92s; val 0.06s] no improve (4/50)
[Epoch 574] [train LL: -227.8587; val LL: -280.5423] [train 1.91s; val 0.07s] no improve (5/50)
[Epoch 575] [train LL: -228.1841; val LL: -280.7675] [train 1.91s; val 0.07s] no improve (6/50)
[Epoch 576] [train LL: -227.5226; val LL: -280.8081] [train 1.95s; val 0.06s] no improve (7/50)
[Epoch 577] [train LL: -226.8865; val LL: -280.7815] [train 1.93s; val 0.07s] no improve (8/50)
[Epoch 578] [train LL: -227.6339; val LL: -280.7504] [train 1.92s; val 0.07s] no improve (9/50)
[Epoch 579] [train LL: -227.4904; val LL: -280.3538] [train 1.91s; val 0.07s] no improve (10/50)
[Epoch 580] [train LL: -226.6474; val LL: -280.5491] [train 1.91s; val 0.06s] no improve (11/50)
[Epoch 581] [train LL: -227.3563; val LL: -280.2576] [train 1.95s; val 0.07s] ✓ improved
[Epoch 582] [train LL: -227.5214; val LL: -280.6944] [train 1.93s; val 0.07s] no improve (1/50)
[Epoch 583] [train LL: -226.9362; val LL: -280.2263] [train 1.92s; val 0.07s] ✓ improved
[Epoch 584] [train LL: -227.0807; val LL: -280.6768] [train 1.91s; val 0.06s] no improve (1/50)
[Epoch 585] [train LL: -227.6147; val LL: -280.5218] [train 1.90s; val 0.06s] no improve (2/50)
[Epoch 586] [train LL: -227.5812; val LL: -280.1624] [train 1.90s; val 0.06s] ✓ improved
[Epoch 587] [train LL: -227.0069; val LL: -280.7378] [train 1.95s; val 0.07s] no improve (1/50)
[Epoch 588] [train LL: -226.5866; val LL: -280.3580] [train 1.92s; val 0.07s] no improve (2/50)
[Epoch 589] [train LL: -226.6643; val LL: -280.0884] [train 1.93s; val 0.07s] ✓ improved
[Epoch 590] [train LL: -227.0440; val LL: -280.5327] [train 1.97s; val 0.07s] no improve (1/50)
[Epoch 591] [train LL: -226.9652; val LL: -280.2871] [train 1.92s; val 0.06s] no improve (2/50)
[Epoch 592] [train LL: -227.1340; val LL: -280.5064] [train 1.93s; val 0.07s] no improve (3/50)
[Epoch 593] [train LL: -227.2746; val LL: -280.4746] [train 1.91s; val 0.06s] no improve (4/50)
[Epoch 594] [train LL: -226.3393; val LL: -280.4811] [train 1.95s; val 0.06s] no improve (5/50)
[Epoch 595] [train LL: -227.2082; val LL: -280.5053] [train 1.89s; val 0.06s] no improve (6/50)
[Epoch 596] [train LL: -226.4008; val LL: -280.5484] [train 1.90s; val 0.06s] no improve (7/50)
[Epoch 597] [train LL: -226.8323; val LL: -280.5407] [train 1.92s; val 0.06s] no improve (8/50)
[Epoch 598] [train LL: -226.7072; val LL: -280.4739] [train 1.92s; val 0.07s] no improve (9/50)
[Epoch 599] [train LL: -227.4757; val LL: -280.4724] [train 1.90s; val 0.06s] no improve (10/50)
[Epoch 600] [train LL: -226.7556; val LL: -280.4442] [train 1.92s; val 0.07s] no improve (11/50)
[Epoch 601] [train LL: -226.5857; val LL: -280.4009] [train 1.91s; val 0.06s] no improve (12/50)
[Epoch 602] [train LL: -227.0314; val LL: -280.3487] [train 1.92s; val 0.07s] no improve (13/50)
[Epoch 603] [train LL: -226.8087; val LL: -279.8829] [train 1.90s; val 0.06s] ✓ improved
[Epoch 604] [train LL: -226.6663; val LL: -279.7936] [train 1.92s; val 0.06s] ✓ improved
[Epoch 605] [train LL: -227.3971; val LL: -279.8677] [train 1.90s; val 0.07s] no improve (1/50)
[Epoch 606] [train LL: -226.7221; val LL: -280.2354] [train 1.90s; val 0.06s] no improve (2/50)
[Epoch 607] [train LL: -226.4816; val LL: -280.2613] [train 1.89s; val 0.06s] no improve (3/50)
[Epoch 608] [train LL: -226.5294; val LL: -279.7671] [train 1.91s; val 0.06s] ✓ improved
[Epoch 609] [train LL: -226.5567; val LL: -280.2142] [train 1.90s; val 0.06s] no improve (1/50)
[Epoch 610] [train LL: -226.5635; val LL: -280.2093] [train 1.93s; val 0.07s] no improve (2/50)
[Epoch 611] [train LL: -226.0417; val LL: -280.1446] [train 1.90s; val 0.07s] no improve (3/50)
[Epoch 612] [train LL: -226.0434; val LL: -280.1735] [train 1.90s; val 0.06s] no improve (4/50)
[Epoch 613] [train LL: -226.8071; val LL: -280.0782] [train 1.91s; val 0.06s] no improve (5/50)
[Epoch 614] [train LL: -226.5434; val LL: -280.1362] [train 1.91s; val 0.07s] no improve (6/50)
[Epoch 615] [train LL: -225.8857; val LL: -280.0834] [train 1.91s; val 0.06s] no improve (7/50)
[Epoch 616] [train LL: -226.2111; val LL: -280.0885] [train 1.90s; val 0.07s] no improve (8/50)
[Epoch 617] [train LL: -226.8844; val LL: -280.2380] [train 1.91s; val 0.06s] no improve (9/50)
[Epoch 618] [train LL: -226.2059; val LL: -279.9724] [train 1.90s; val 0.06s] no improve (10/50)
[Epoch 619] [train LL: -226.1361; val LL: -279.7506] [train 1.90s; val 0.06s] ✓ improved
[Epoch 620] [train LL: -226.0453; val LL: -279.7617] [train 1.92s; val 0.06s] no improve (1/50)
[Epoch 621] [train LL: -226.2466; val LL: -279.5774] [train 1.90s; val 0.07s] ✓ improved
[Epoch 622] [train LL: -226.3971; val LL: -280.0815] [train 1.91s; val 0.06s] no improve (1/50)
[Epoch 623] [train LL: -226.4348; val LL: -279.7098] [train 1.90s; val 0.06s] no improve (2/50)
[Epoch 624] [train LL: -225.4442; val LL: -280.0031] [train 1.89s; val 0.06s] no improve (3/50)
[Epoch 625] [train LL: -226.1531; val LL: -280.2461] [train 1.93s; val 0.06s] no improve (4/50)
[Epoch 626] [train LL: -225.6709; val LL: -280.0325] [train 1.91s; val 0.06s] no improve (5/50)
[Epoch 627] [train LL: -226.4241; val LL: -279.7907] [train 1.92s; val 0.07s] no improve (6/50)
[Epoch 628] [train LL: -225.7940; val LL: -279.9922] [train 1.96s; val 0.07s] no improve (7/50)
[Epoch 629] [train LL: -225.7080; val LL: -279.7608] [train 1.94s; val 0.07s] no improve (8/50)
[Epoch 630] [train LL: -226.5969; val LL: -280.0025] [train 1.93s; val 0.06s] no improve (9/50)
[Epoch 631] [train LL: -226.2214; val LL: -280.0880] [train 1.92s; val 0.07s] no improve (10/50)
[Epoch 632] [train LL: -225.7045; val LL: -280.0154] [train 1.93s; val 0.07s] no improve (11/50)
[Epoch 633] [train LL: -225.9415; val LL: -280.0111] [train 1.93s; val 0.06s] no improve (12/50)
[Epoch 634] [train LL: -225.8471; val LL: -280.0048] [train 1.95s; val 0.07s] no improve (13/50)
[Epoch 635] [train LL: -225.6146; val LL: -279.5350] [train 1.94s; val 0.07s] ✓ improved
[Epoch 636] [train LL: -225.7128; val LL: -279.5138] [train 1.93s; val 0.07s] ✓ improved
[Epoch 637] [train LL: -225.6253; val LL: -279.7588] [train 1.91s; val 0.07s] no improve (1/50)
[Epoch 638] [train LL: -226.4236; val LL: -279.8541] [train 1.93s; val 0.07s] no improve (2/50)
[Epoch 639] [train LL: -226.0543; val LL: -279.8298] [train 1.90s; val 0.06s] no improve (3/50)
[Epoch 640] [train LL: -225.7184; val LL: -279.4284] [train 1.89s; val 0.06s] ✓ improved
[Epoch 641] [train LL: -225.9983; val LL: -279.3514] [train 1.88s; val 0.06s] ✓ improved
[Epoch 642] [train LL: -226.2760; val LL: -279.7417] [train 1.93s; val 0.06s] no improve (1/50)
[Epoch 643] [train LL: -225.3140; val LL: -279.6997] [train 1.96s; val 0.07s] no improve (2/50)
[Epoch 644] [train LL: -225.4692; val LL: -279.2531] [train 1.94s; val 0.06s] ✓ improved
[Epoch 645] [train LL: -225.8964; val LL: -279.7112] [train 1.91s; val 0.06s] no improve (1/50)
[Epoch 646] [train LL: -225.4745; val LL: -279.7073] [train 1.90s; val 0.06s] no improve (2/50)
[Epoch 647] [train LL: -225.3306; val LL: -279.6468] [train 1.89s; val 0.07s] no improve (3/50)
[Epoch 648] [train LL: -225.1113; val LL: -279.6328] [train 1.94s; val 0.06s] no improve (4/50)
[Epoch 649] [train LL: -225.3091; val LL: -279.6513] [train 1.92s; val 0.06s] no improve (5/50)
[Epoch 650] [train LL: -225.4726; val LL: -279.6853] [train 1.93s; val 0.07s] no improve (6/50)
[Epoch 651] [train LL: -225.7472; val LL: -279.2272] [train 1.93s; val 0.07s] ✓ improved
[Epoch 652] [train LL: -224.8667; val LL: -279.6692] [train 1.94s; val 0.07s] no improve (1/50)
[Epoch 653] [train LL: -226.3242; val LL: -279.5776] [train 1.94s; val 0.07s] no improve (2/50)
[Epoch 654] [train LL: -225.5555; val LL: -279.5697] [train 1.93s; val 0.06s] no improve (3/50)
[Epoch 655] [train LL: -225.4152; val LL: -279.5728] [train 1.90s; val 0.06s] no improve (4/50)
[Epoch 656] [train LL: -226.0259; val LL: -279.4075] [train 1.89s; val 0.06s] no improve (5/50)
[Epoch 657] [train LL: -225.7846; val LL: -279.0797] [train 1.93s; val 0.07s] ✓ improved
[Epoch 658] [train LL: -225.0337; val LL: -279.1835] [train 1.90s; val 0.07s] no improve (1/50)
[Epoch 659] [train LL: -225.1964; val LL: -279.1107] [train 1.92s; val 0.07s] no improve (2/50)
[Epoch 660] [train LL: -225.2775; val LL: -278.9713] [train 1.91s; val 0.06s] ✓ improved
[Epoch 661] [train LL: -225.8377; val LL: -279.0086] [train 1.95s; val 0.06s] no improve (1/50)
[Epoch 662] [train LL: -225.0881; val LL: -279.0357] [train 1.92s; val 0.07s] no improve (2/50)
[Epoch 663] [train LL: -224.8046; val LL: -279.0332] [train 1.91s; val 0.07s] no improve (3/50)
[Epoch 664] [train LL: -225.4866; val LL: -278.9942] [train 1.92s; val 0.06s] no improve (4/50)
[Epoch 665] [train LL: -225.3967; val LL: -279.0531] [train 1.92s; val 0.07s] no improve (5/50)
[Epoch 666] [train LL: -224.9017; val LL: -278.8715] [train 1.92s; val 0.06s] ✓ improved
[Epoch 667] [train LL: -225.3445; val LL: -279.0129] [train 1.93s; val 0.06s] no improve (1/50)
[Epoch 668] [train LL: -225.0013; val LL: -278.9974] [train 1.89s; val 0.06s] no improve (2/50)
[Epoch 669] [train LL: -225.7384; val LL: -278.9730] [train 1.90s; val 0.06s] no improve (3/50)
[Epoch 670] [train LL: -225.1516; val LL: -278.9891] [train 1.90s; val 0.07s] no improve (4/50)
[Epoch 671] [train LL: -224.7065; val LL: -279.1940] [train 1.90s; val 0.07s] no improve (5/50)
[Epoch 672] [train LL: -225.4135; val LL: -278.9984] [train 1.91s; val 0.07s] no improve (6/50)
[Epoch 673] [train LL: -224.8873; val LL: -278.9882] [train 1.92s; val 0.07s] no improve (7/50)
[Epoch 674] [train LL: -225.0058; val LL: -279.0361] [train 1.90s; val 0.06s] no improve (8/50)
[Epoch 675] [train LL: -224.9801; val LL: -279.2061] [train 1.90s; val 0.07s] no improve (9/50)
[Epoch 676] [train LL: -224.7436; val LL: -279.0817] [train 1.90s; val 0.06s] no improve (10/50)
[Epoch 677] [train LL: -225.2552; val LL: -279.0158] [train 1.95s; val 0.07s] no improve (11/50)
[Epoch 678] [train LL: -224.7808; val LL: -279.0233] [train 1.95s; val 0.07s] no improve (12/50)
[Epoch 679] [train LL: -224.7955; val LL: -279.0527] [train 1.92s; val 0.06s] no improve (13/50)
[Epoch 680] [train LL: -225.0111; val LL: -278.9531] [train 1.90s; val 0.06s] no improve (14/50)
[Epoch 681] [train LL: -225.9233; val LL: -278.9322] [train 1.90s; val 0.06s] no improve (15/50)
[Epoch 682] [train LL: -225.2172; val LL: -279.0066] [train 1.93s; val 0.07s] no improve (16/50)
[Epoch 683] [train LL: -224.3447; val LL: -278.9403] [train 1.90s; val 0.06s] no improve (17/50)
[Epoch 684] [train LL: -224.5085; val LL: -278.8583] [train 1.90s; val 0.06s] ✓ improved
[Epoch 685] [train LL: -224.4782; val LL: -278.7289] [train 1.91s; val 0.06s] ✓ improved
[Epoch 686] [train LL: -225.4606; val LL: -278.9548] [train 1.90s; val 0.06s] no improve (1/50)
[Epoch 687] [train LL: -224.1114; val LL: -278.8020] [train 1.90s; val 0.06s] no improve (2/50)
[Epoch 688] [train LL: -224.5736; val LL: -278.7848] [train 1.89s; val 0.06s] no improve (3/50)
[Epoch 689] [train LL: -224.9146; val LL: -278.7736] [train 1.90s; val 0.06s] no improve (4/50)
[Epoch 690] [train LL: -224.3493; val LL: -278.7633] [train 1.89s; val 0.07s] no improve (5/50)
[Epoch 691] [train LL: -224.5802; val LL: -278.8437] [train 1.90s; val 0.06s] no improve (6/50)
[Epoch 692] [train LL: -224.9184; val LL: -278.8250] [train 1.89s; val 0.06s] no improve (7/50)
[Epoch 693] [train LL: -224.6470; val LL: -278.7364] [train 1.90s; val 0.06s] no improve (8/50)
[Epoch 694] [train LL: -225.2272; val LL: -278.6561] [train 1.89s; val 0.06s] ✓ improved
[Epoch 695] [train LL: -224.4821; val LL: -278.7440] [train 1.94s; val 0.06s] no improve (1/50)
[Epoch 696] [train LL: -224.5530; val LL: -278.6735] [train 1.90s; val 0.06s] no improve (2/50)
[Epoch 697] [train LL: -224.5989; val LL: -278.6526] [train 1.94s; val 0.07s] ✓ improved
[Epoch 698] [train LL: -224.6958; val LL: -278.9040] [train 1.91s; val 0.06s] no improve (1/50)
[Epoch 699] [train LL: -225.2808; val LL: -278.7399] [train 1.90s; val 0.06s] no improve (2/50)
[Epoch 700] [train LL: -225.0814; val LL: -278.6126] [train 1.94s; val 0.07s] ✓ improved
[Epoch 701] [train LL: -223.7541; val LL: -279.0539] [train 1.93s; val 0.07s] no improve (1/50)
[Epoch 702] [train LL: -224.1729; val LL: -278.9274] [train 1.96s; val 0.07s] no improve (2/50)
[Epoch 703] [train LL: -224.7576; val LL: -278.6052] [train 1.94s; val 0.07s] ✓ improved
[Epoch 704] [train LL: -224.0327; val LL: -278.6243] [train 1.90s; val 0.06s] no improve (1/50)
[Epoch 705] [train LL: -224.3950; val LL: -278.7560] [train 1.90s; val 0.06s] no improve (2/50)
[Epoch 706] [train LL: -224.5091; val LL: -278.5779] [train 1.93s; val 0.07s] ✓ improved
[Epoch 707] [train LL: -223.6623; val LL: -278.6462] [train 1.93s; val 0.07s] no improve (1/50)
[Epoch 708] [train LL: -224.8781; val LL: -278.6609] [train 1.92s; val 0.06s] no improve (2/50)
[Epoch 709] [train LL: -224.6110; val LL: -278.8862] [train 1.91s; val 0.06s] no improve (3/50)
[Epoch 710] [train LL: -223.9126; val LL: -278.6166] [train 1.91s; val 0.06s] no improve (4/50)
[Epoch 711] [train LL: -224.9352; val LL: -278.4172] [train 1.90s; val 0.06s] ✓ improved
[Epoch 712] [train LL: -223.8873; val LL: -278.6448] [train 1.90s; val 0.06s] no improve (1/50)
[Epoch 713] [train LL: -223.8830; val LL: -278.5002] [train 1.91s; val 0.07s] no improve (2/50)
[Epoch 714] [train LL: -223.7535; val LL: -278.4331] [train 1.93s; val 0.06s] no improve (3/50)
[Epoch 715] [train LL: -224.5457; val LL: -278.4137] [train 1.89s; val 0.07s] ✓ improved
[Epoch 716] [train LL: -224.9071; val LL: -278.3803] [train 1.90s; val 0.06s] ✓ improved
[Epoch 717] [train LL: -224.0858; val LL: -278.4100] [train 1.90s; val 0.06s] no improve (1/50)
[Epoch 718] [train LL: -224.3386; val LL: -278.3477] [train 1.90s; val 0.06s] ✓ improved
[Epoch 719] [train LL: -225.0487; val LL: -278.3856] [train 1.91s; val 0.07s] no improve (1/50)
[Epoch 720] [train LL: -224.1598; val LL: -278.5782] [train 1.92s; val 0.07s] no improve (2/50)
[Epoch 721] [train LL: -224.0270; val LL: -278.7301] [train 1.94s; val 0.07s] no improve (3/50)
[Epoch 722] [train LL: -223.8925; val LL: -278.7090] [train 1.94s; val 0.07s] no improve (4/50)
[Epoch 723] [train LL: -223.8149; val LL: -278.4204] [train 1.94s; val 0.07s] no improve (5/50)
[Epoch 724] [train LL: -224.0790; val LL: -278.4108] [train 1.94s; val 0.06s] no improve (6/50)
[Epoch 725] [train LL: -223.0355; val LL: -278.5642] [train 1.91s; val 0.06s] no improve (7/50)
[Epoch 726] [train LL: -224.4082; val LL: -278.8195] [train 1.91s; val 0.07s] no improve (8/50)
[Epoch 727] [train LL: -223.3755; val LL: -278.6928] [train 1.93s; val 0.07s] no improve (9/50)
[Epoch 728] [train LL: -224.7009; val LL: -278.2937] [train 1.94s; val 0.07s] ✓ improved
[Epoch 729] [train LL: -224.6452; val LL: -278.5017] [train 1.93s; val 0.07s] no improve (1/50)
[Epoch 730] [train LL: -224.0935; val LL: -278.6499] [train 1.96s; val 0.07s] no improve (2/50)
[Epoch 731] [train LL: -223.6826; val LL: -278.3063] [train 1.92s; val 0.07s] no improve (3/50)
[Epoch 732] [train LL: -224.0757; val LL: -278.6466] [train 1.92s; val 0.07s] no improve (4/50)
[Epoch 733] [train LL: -223.8369; val LL: -278.5379] [train 1.92s; val 0.07s] no improve (5/50)
[Epoch 734] [train LL: -224.0177; val LL: -278.1250] [train 1.92s; val 0.06s] ✓ improved
[Epoch 735] [train LL: -223.6229; val LL: -278.6272] [train 1.92s; val 0.06s] no improve (1/50)
[Epoch 736] [train LL: -223.1480; val LL: -278.4730] [train 1.93s; val 0.07s] no improve (2/50)
[Epoch 737] [train LL: -224.0391; val LL: -278.7203] [train 1.90s; val 0.06s] no improve (3/50)
[Epoch 738] [train LL: -223.2932; val LL: -278.5950] [train 1.92s; val 0.06s] no improve (4/50)
[Epoch 739] [train LL: -223.1147; val LL: -278.6004] [train 1.93s; val 0.07s] no improve (5/50)
[Epoch 740] [train LL: -222.9875; val LL: -278.1633] [train 1.91s; val 0.06s] no improve (6/50)
[Epoch 741] [train LL: -223.0071; val LL: -278.6926] [train 1.90s; val 0.06s] no improve (7/50)
[Epoch 742] [train LL: -223.9451; val LL: -278.7030] [train 1.91s; val 0.06s] no improve (8/50)
[Epoch 743] [train LL: -224.2519; val LL: -278.7200] [train 1.89s; val 0.06s] no improve (9/50)
[Epoch 744] [train LL: -223.6929; val LL: -278.3674] [train 1.94s; val 0.07s] no improve (10/50)
[Epoch 745] [train LL: -223.5990; val LL: -278.2418] [train 1.92s; val 0.07s] no improve (11/50)
[Epoch 746] [train LL: -223.4217; val LL: -278.1914] [train 1.93s; val 0.06s] no improve (12/50)
[Epoch 747] [train LL: -223.6447; val LL: -278.3000] [train 1.93s; val 0.07s] no improve (13/50)
[Epoch 748] [train LL: -223.4149; val LL: -278.5260] [train 1.93s; val 0.06s] no improve (14/50)
[Epoch 749] [train LL: -223.9866; val LL: -278.3331] [train 1.94s; val 0.07s] no improve (15/50)
[Epoch 750] [train LL: -223.6415; val LL: -278.4542] [train 1.89s; val 0.06s] no improve (16/50)
[Epoch 751] [train LL: -223.4535; val LL: -278.0420] [train 1.89s; val 0.06s] ✓ improved
[Epoch 752] [train LL: -223.3462; val LL: -277.8434] [train 1.89s; val 0.06s] ✓ improved
[Epoch 753] [train LL: -222.9050; val LL: -277.8977] [train 1.90s; val 0.06s] no improve (1/50)
[Epoch 754] [train LL: -223.6634; val LL: -278.1853] [train 1.89s; val 0.07s] no improve (2/50)
[Epoch 755] [train LL: -223.0827; val LL: -278.2661] [train 1.90s; val 0.06s] no improve (3/50)
[Epoch 756] [train LL: -224.1178; val LL: -278.1209] [train 1.89s; val 0.06s] no improve (4/50)
[Epoch 757] [train LL: -222.5024; val LL: -277.9993] [train 1.89s; val 0.06s] no improve (5/50)
[Epoch 758] [train LL: -223.0723; val LL: -278.0030] [train 1.89s; val 0.06s] no improve (6/50)
[Epoch 759] [train LL: -222.9181; val LL: -278.0296] [train 1.90s; val 0.06s] no improve (7/50)
[Epoch 760] [train LL: -222.8659; val LL: -278.2531] [train 1.89s; val 0.06s] no improve (8/50)
[Epoch 761] [train LL: -223.3723; val LL: -278.4460] [train 1.89s; val 0.06s] no improve (9/50)
[Epoch 762] [train LL: -223.1203; val LL: -278.3909] [train 1.89s; val 0.06s] no improve (10/50)
[Epoch 763] [train LL: -223.2857; val LL: -278.1089] [train 1.90s; val 0.07s] no improve (11/50)
[Epoch 764] [train LL: -223.7078; val LL: -278.0162] [train 1.89s; val 0.06s] no improve (12/50)
[Epoch 765] [train LL: -222.9102; val LL: -278.0082] [train 1.90s; val 0.06s] no improve (13/50)
[Epoch 766] [train LL: -223.3154; val LL: -277.9712] [train 1.89s; val 0.06s] no improve (14/50)
[Epoch 767] [train LL: -222.6655; val LL: -277.9653] [train 1.90s; val 0.06s] no improve (15/50)
[Epoch 768] [train LL: -223.6442; val LL: -277.9659] [train 1.89s; val 0.07s] no improve (16/50)
[Epoch 769] [train LL: -223.4894; val LL: -277.9653] [train 1.93s; val 0.07s] no improve (17/50)
[Epoch 770] [train LL: -223.6046; val LL: -277.8912] [train 1.95s; val 0.07s] no improve (18/50)
[Epoch 771] [train LL: -223.6552; val LL: -277.9377] [train 1.93s; val 0.07s] no improve (19/50)
[Epoch 772] [train LL: -222.6715; val LL: -277.8798] [train 1.92s; val 0.06s] no improve (20/50)
[Epoch 773] [train LL: -223.7059; val LL: -277.8790] [train 1.91s; val 0.06s] no improve (21/50)
[Epoch 774] [train LL: -223.9168; val LL: -277.8241] [train 1.90s; val 0.06s] ✓ improved
[Epoch 775] [train LL: -223.0882; val LL: -277.7559] [train 1.92s; val 0.06s] ✓ improved
[Epoch 776] [train LL: -222.7959; val LL: -277.8303] [train 1.91s; val 0.06s] no improve (1/50)
[Epoch 777] [train LL: -223.6742; val LL: -277.8312] [train 1.90s; val 0.06s] no improve (2/50)
[Epoch 778] [train LL: -223.4832; val LL: -277.9096] [train 1.91s; val 0.07s] no improve (3/50)
[Epoch 779] [train LL: -222.8861; val LL: -278.1546] [train 1.91s; val 0.06s] no improve (4/50)
[Epoch 780] [train LL: -222.7628; val LL: -277.8453] [train 1.92s; val 0.06s] no improve (5/50)
[Epoch 781] [train LL: -222.5975; val LL: -277.8478] [train 1.93s; val 0.06s] no improve (6/50)
[Epoch 782] [train LL: -222.4941; val LL: -277.9327] [train 1.92s; val 0.07s] no improve (7/50)
[Epoch 783] [train LL: -222.8871; val LL: -277.8522] [train 1.91s; val 0.06s] no improve (8/50)
[Epoch 784] [train LL: -223.3131; val LL: -277.7273] [train 1.91s; val 0.06s] ✓ improved
[Epoch 785] [train LL: -222.6074; val LL: -277.9193] [train 1.90s; val 0.06s] no improve (1/50)
[Epoch 786] [train LL: -222.7594; val LL: -278.0853] [train 1.94s; val 0.06s] no improve (2/50)
[Epoch 787] [train LL: -222.9041; val LL: -278.2712] [train 1.91s; val 0.06s] no improve (3/50)
[Epoch 788] [train LL: -222.9348; val LL: -278.3256] [train 1.91s; val 0.06s] no improve (4/50)
[Epoch 789] [train LL: -223.1820; val LL: -278.3476] [train 1.90s; val 0.06s] no improve (5/50)
[Epoch 790] [train LL: -223.0325; val LL: -277.9038] [train 1.89s; val 0.06s] no improve (6/50)
[Epoch 791] [train LL: -222.8664; val LL: -278.3950] [train 1.94s; val 0.07s] no improve (7/50)
[Epoch 792] [train LL: -223.2352; val LL: -278.2889] [train 1.90s; val 0.06s] no improve (8/50)
[Epoch 793] [train LL: -223.3640; val LL: -278.1257] [train 1.89s; val 0.06s] no improve (9/50)
[Epoch 794] [train LL: -223.0211; val LL: -278.2898] [train 1.91s; val 0.06s] no improve (10/50)
[Epoch 795] [train LL: -223.1291; val LL: -278.4034] [train 1.90s; val 0.07s] no improve (11/50)
[Epoch 796] [train LL: -222.4630; val LL: -278.3201] [train 1.91s; val 0.06s] no improve (12/50)
[Epoch 797] [train LL: -222.4800; val LL: -278.2641] [train 1.91s; val 0.06s] no improve (13/50)
[Epoch 798] [train LL: -222.7731; val LL: -278.3081] [train 1.90s; val 0.06s] no improve (14/50)
[Epoch 799] [train LL: -222.7395; val LL: -277.7736] [train 1.92s; val 0.07s] no improve (15/50)
[Epoch 800] [train LL: -222.6810; val LL: -278.1285] [train 1.91s; val 0.06s] no improve (16/50)
[Epoch 801] [train LL: -222.6051; val LL: -278.2578] [train 1.91s; val 0.06s] no improve (17/50)
